household_id,dma,subscription_tier,primary_device,signup_date,is_active
488,Denver CO,Standard,Apple TV,2023-03-27,true
489,Portland OR,Premium Ad-Free,iPhone,2026-01-15,true
490,Miami FL,Basic,Roku,2025-12-08,true
491,St Louis MO,Basic,Fire TV Stick,2024-06-22,true
492,Baltimore MD,Standard,Roku,2026-04-06,true
493,Portland OR,Basic,iPhone,2025-07-21,true
494,Miami FL,Basic,Samsung TV,2022-08-08,true
495,Chicago IL,Standard,iPhone,2023-12-05,false
496,Dallas-Ft Worth TX,Premium,iPhone,2022-06-28,true
497,New York NY,Basic,Samsung TV,2025-02-15,true
498,Atlanta GA,Basic,iPad,2023-12-29,true
499,St Louis MO,Premium,Web browser,2025-08-17,true
500,Dallas-Ft Worth TX,Standard,Roku,2025-01-07,true
501,New York NY,Premium,Web browser,2025-11-26,true
502,Detroit MI,Standard,Fire TV Stick,2023-01-20,true
503,Columbus OH,Premium Ad-Free,Fire TV Stick,2025-11-11,true
504,Baltimore MD,Standard,iPhone,2025-10-09,false
505,Chicago IL,Basic,Roku,2024-08-26,true
506,Seattle WA,Premium,Apple TV,2024-10-19,true
507,Denver CO,Standard,Fire TV Stick,2025-04-20,true
508,Philadelphia PA,Basic,Samsung TV,2025-02-10,true
509,Chicago IL,Basic,iPad,2025-05-19,true
510,Philadelphia PA,Standard,Web browser,2022-09-16,true
511,Columbus OH,Basic,Fire TV Stick,2024-02-24,true
512,Minneapolis MN,Basic,iPhone,2022-09-05,true
513,Nashville TN,Basic,Samsung TV,2022-05-22,true
514,Nashville TN,Standard,Samsung TV,2023-11-04,true
515,Columbus OH,Standard,Android phone,2023-02-01,false
516,New York NY,Standard,Web browser,2026-03-07,true
517,Baltimore MD,Basic,Samsung TV,2022-07-20,true
518,Boston MA,Basic,Roku,2024-07-28,true
519,Seattle WA,Standard,Web browser,2023-07-28,true
520,Phoenix AZ,Standard,Web browser,2025-08-06,true
521,Atlanta GA,Standard,Apple TV,2026-03-31,true
522,New York NY,Basic,iPhone,2022-10-30,true
523,Hartford CT,Basic,iPad,2024-09-17,true
524,Nashville TN,Basic,iPhone,2026-01-22,true
525,Los Angeles CA,Standard,Samsung TV,2023-10-23,true
526,Los Angeles CA,Standard,Web browser,2026-06-04,true
527,St Louis MO,Premium,iPad,2024-09-16,true
528,New York NY,Standard,iPhone,2023-08-12,true
529,St Louis MO,Standard,Fire TV Stick,2023-07-17,true
530,St Louis MO,Standard,Samsung TV,2024-09-11,true
531,Phoenix AZ,Basic,Android phone,2025-01-21,true
532,Hartford CT,Standard,Apple TV,2023-01-12,true
533,Hartford CT,Standard,iPhone,2025-11-10,true
534,Chicago IL,Standard,Android phone,2026-05-03,true
535,Phoenix AZ,Basic,Roku,2025-12-24,false
536,Hartford CT,Premium,iPhone,2023-03-12,true
537,Seattle WA,Premium Ad-Free,Android phone,2024-08-16,true
538,New York NY,Basic,Fire TV Stick,2026-07-01,true
539,Denver CO,Standard,iPhone,2025-12-05,true
540,Providence RI,Premium,Android phone,2026-07-15,true
541,Minneapolis MN,Basic,Roku,2023-02-19,true
542,Boston MA,Premium,Android phone,2024-08-30,true
543,Hartford CT,Standard,Apple TV,2026-05-13,true
544,Hartford CT,Premium,Samsung TV,2025-09-13,true
545,Nashville TN,Premium Ad-Free,Android phone,2023-12-29,true
546,Boston MA,Basic,Roku,2024-02-02,true
547,Dallas-Ft Worth TX,Standard,Roku,2023-02-11,true
548,Phoenix AZ,Standard,Samsung TV,2026-07-19,true
549,Denver CO,Basic,Web browser,2026-05-11,true
550,Detroit MI,Basic,Roku,2026-07-04,true
551,Nashville TN,Premium Ad-Free,iPad,2024-12-14,true
552,Atlanta GA,Basic,Roku,2023-07-07,true
553,Nashville TN,Standard,Samsung TV,2023-10-16,true
554,Los Angeles CA,Premium,Samsung TV,2025-09-30,true
555,Columbus OH,Basic,Samsung TV,2023-10-25,true
556,Denver CO,Standard,Roku,2023-10-26,true
557,Minneapolis MN,Premium Ad-Free,iPad,2025-10-30,true
558,Baltimore MD,Standard,Apple TV,2023-06-01,true
559,Portland OR,Basic,iPad,2024-10-30,true
560,Baltimore MD,Basic,Android phone,2026-05-27,true
561,Denver CO,Premium Ad-Free,iPhone,2024-12-19,true
562,Providence RI,Basic,Apple TV,2023-04-30,true
563,Seattle WA,Standard,Android phone,2023-08-24,true
564,Hartford CT,Basic,Web browser,2025-06-30,true
565,Baltimore MD,Standard,Web browser,2023-05-21,true
566,Philadelphia PA,Premium Ad-Free,Web browser,2024-12-21,true
567,Philadelphia PA,Standard,Fire TV Stick,2024-08-31,true
568,Philadelphia PA,Premium Ad-Free,iPhone,2026-04-14,true
569,Miami FL,Basic,Samsung TV,2022-05-06,true
570,Phoenix AZ,Standard,Web browser,2023-01-11,true
571,St Louis MO,Premium,Web browser,2025-10-25,true
572,Dallas-Ft Worth TX,Standard,iPad,2024-03-26,true
573,Chicago IL,Basic,Fire TV Stick,2023-04-14,true
574,Providence RI,Premium,Apple TV,2024-06-22,true
575,Providence RI,Standard,Android phone,2025-09-29,true
576,Atlanta GA,Standard,Android phone,2022-06-20,true
577,St Louis MO,Premium Ad-Free,Apple TV,2025-06-30,false
578,Denver CO,Basic,Fire TV Stick,2025-03-18,true
579,Baltimore MD,Basic,Fire TV Stick,2025-01-18,true
580,New York NY,Basic,Android phone,2022-10-21,true
581,Boston MA,Standard,Samsung TV,2024-06-29,true
582,Nashville TN,Basic,Samsung TV,2023-07-18,true
583,New York NY,Standard,iPad,2022-10-05,true
584,Boston MA,Basic,Roku,2022-08-22,true
585,Dallas-Ft Worth TX,Standard,iPad,2022-12-14,true
586,St Louis MO,Basic,Apple TV,2022-09-24,true
587,Detroit MI,Standard,Web browser,2022-07-22,true
588,Boston MA,Standard,Web browser,2022-05-16,true
589,Nashville TN,Standard,iPhone,2023-11-16,true
590,Nashville TN,Standard,Apple TV,2026-02-01,true
591,Nashville TN,Standard,Fire TV Stick,2026-03-02,true
592,St Louis MO,Premium,Fire TV Stick,2023-03-20,true
593,Philadelphia PA,Standard,Web browser,2025-04-16,true
594,Columbus OH,Basic,Fire TV Stick,2023-03-06,true
595,Los Angeles CA,Premium,Samsung TV,2022-08-13,false
596,Nashville TN,Standard,Samsung TV,2023-11-14,true
597,Phoenix AZ,Basic,Android phone,2023-05-09,true
598,Portland OR,Standard,iPad,2025-06-14,true
599,Miami FL,Basic,iPhone,2024-10-11,true
600,Miami FL,Basic,iPad,2022-06-26,true
601,Miami FL,Premium,iPhone,2023-02-15,true
602,Portland OR,Basic,Samsung TV,2025-10-10,true
603,Minneapolis MN,Premium,Fire TV Stick,2022-08-10,true
604,New York NY,Premium Ad-Free,Fire TV Stick,2024-06-30,true
605,Nashville TN,Standard,Samsung TV,2023-01-03,true
606,Denver CO,Standard,Roku,2024-05-27,false
607,Los Angeles CA,Standard,Apple TV,2024-01-17,true
608,Denver CO,Premium Ad-Free,Samsung TV,2025-12-16,true
609,Columbus OH,Standard,Samsung TV,2025-03-11,true
610,Baltimore MD,Basic,iPad,2023-07-14,true
611,Nashville TN,Standard,Web browser,2023-01-06,true
612,Seattle WA,Standard,Android phone,2026-04-10,true
613,Portland OR,Basic,Roku,2026-04-29,true
614,Atlanta GA,Standard,Samsung TV,2023-08-29,true
615,Detroit MI,Basic,Android phone,2024-09-21,true
616,Miami FL,Premium,iPhone,2022-12-27,true
617,Philadelphia PA,Basic,Samsung TV,2026-05-13,true
618,Chicago IL,Basic,Samsung TV,2025-02-22,true
619,Boston MA,Basic,Samsung TV,2026-07-04,true
620,New York NY,Basic,iPhone,2023-08-04,true
621,Dallas-Ft Worth TX,Basic,Fire TV Stick,2022-12-12,true
622,Seattle WA,Basic,iPhone,2025-12-24,true
623,Hartford CT,Basic,Fire TV Stick,2025-04-04,true
624,Dallas-Ft Worth TX,Basic,Android phone,2022-12-31,true
625,Miami FL,Standard,iPad,2026-06-24,true
626,Philadelphia PA,Standard,iPhone,2022-07-16,true
627,Los Angeles CA,Basic,Samsung TV,2022-10-27,true
628,Atlanta GA,Basic,Web browser,2025-12-30,true
629,Denver CO,Basic,Android phone,2026-01-21,true
630,Atlanta GA,Basic,Samsung TV,2023-08-31,true
631,Minneapolis MN,Basic,Roku,2026-08-13,true
632,Los Angeles CA,Premium,Roku,2024-06-20,true
633,Dallas-Ft Worth TX,Premium Ad-Free,Fire TV Stick,2026-05-16,true
634,Atlanta GA,Premium,Fire TV Stick,2024-05-11,true
635,Hartford CT,Standard,Android phone,2025-02-21,true
636,Detroit MI,Standard,iPhone,2023-08-08,true
637,Philadelphia PA,Basic,Web browser,2022-11-06,true
638,Chicago IL,Premium,iPhone,2024-07-17,false
639,Portland OR,Premium,Web browser,2023-11-19,true
640,St Louis MO,Premium,iPhone,2024-01-23,true
641,Detroit MI,Premium,Apple TV,2022-05-25,true
642,St Louis MO,Standard,Android phone,2025-08-29,true
643,Baltimore MD,Premium,Samsung TV,2025-08-16,true
644,Seattle WA,Premium,Apple TV,2025-01-07,true
645,Portland OR,Basic,Samsung TV,2023-06-22,true
646,Los Angeles CA,Premium,Android phone,2022-11-30,true
647,Seattle WA,Basic,Samsung TV,2025-06-15,true
648,Denver CO,Premium Ad-Free,Android phone,2026-03-08,true
649,Columbus OH,Premium,Web browser,2024-01-10,true
650,Nashville TN,Basic,Samsung TV,2024-01-27,true
651,Seattle WA,Standard,Apple TV,2025-01-13,true
652,Detroit MI,Basic,Samsung TV,2025-11-10,true
653,Philadelphia PA,Premium,iPad,2022-12-25,true
654,Nashville TN,Premium,Fire TV Stick,2022-12-30,true
655,Phoenix AZ,Standard,Web browser,2023-06-04,true
656,Denver CO,Premium,Samsung TV,2024-02-26,true
657,Portland OR,Basic,iPad,2025-07-11,true
658,Miami FL,Basic,iPad,2024-11-30,true
659,Boston MA,Standard,iPad,2026-05-12,true
660,Chicago IL,Basic,Web browser,2025-07-30,true
661,Hartford CT,Standard,Fire TV Stick,2024-09-16,true
662,Minneapolis MN,Basic,iPhone,2024-10-07,true
663,Providence RI,Standard,Roku,2026-04-24,true
664,Philadelphia PA,Standard,Apple TV,2022-07-07,true
665,Phoenix AZ,Premium,Roku,2025-07-01,true
666,Detroit MI,Basic,Android phone,2024-06-15,true
667,Denver CO,Premium,iPhone,2024-08-23,true
668,Baltimore MD,Standard,Android phone,2024-08-17,true
669,St Louis MO,Basic,Fire TV Stick,2023-01-01,true
670,New York NY,Standard,Apple TV,2023-06-06,true
671,Columbus OH,Standard,Android phone,2022-11-27,true
672,Miami FL,Basic,iPad,2025-01-07,true
673,Miami FL,Standard,Web browser,2025-07-06,true
674,Boston MA,Basic,Roku,2024-10-22,true
675,Miami FL,Standard,Samsung TV,2024-03-24,true
676,Minneapolis MN,Standard,Roku,2025-03-14,true
677,Phoenix AZ,Standard,iPad,2024-09-01,true
678,Boston MA,Premium,Roku,2026-01-02,true
679,Denver CO,Basic,iPad,2024-02-18,true
680,St Louis MO,Premium Ad-Free,Fire TV Stick,2023-07-28,true
681,Minneapolis MN,Premium,Roku,2024-05-18,true
682,New York NY,Premium Ad-Free,Web browser,2022-11-18,true
683,Columbus OH,Premium,Samsung TV,2022-05-08,true
684,Columbus OH,Basic,Samsung TV,2022-09-28,false
685,Hartford CT,Standard,Android phone,2026-04-04,true
686,Nashville TN,Basic,Apple TV,2022-11-06,true
687,Dallas-Ft Worth TX,Premium,Android phone,2025-03-19,true
688,Phoenix AZ,Standard,Samsung TV,2024-09-14,true
689,Dallas-Ft Worth TX,Basic,Apple TV,2024-11-16,true
690,Portland OR,Premium,Samsung TV,2025-06-06,true
691,Columbus OH,Basic,Roku,2022-11-11,true
692,Portland OR,Standard,Apple TV,2023-11-25,true
693,St Louis MO,Premium,iPhone,2022-06-23,true
694,St Louis MO,Basic,Fire TV Stick,2022-07-12,true
695,Boston MA,Standard,Roku,2024-11-03,true
696,Chicago IL,Premium,Android phone,2023-07-07,true
697,Minneapolis MN,Basic,Samsung TV,2024-06-26,true
698,Phoenix AZ,Standard,Fire TV Stick,2024-07-08,true
699,Boston MA,Basic,Android phone,2023-06-17,true
700,Boston MA,Standard,iPad,2023-09-05,true
701,Denver CO,Basic,Roku,2022-09-18,false
702,Miami FL,Premium Ad-Free,Fire TV Stick,2023-04-26,true
703,Hartford CT,Premium,Apple TV,2023-12-20,true
704,Hartford CT,Basic,Android phone,2022-09-06,true
705,New York NY,Basic,Roku,2026-03-20,true
706,Phoenix AZ,Standard,iPad,2023-05-11,true
707,Providence RI,Standard,Apple TV,2024-12-17,true
708,Phoenix AZ,Standard,Fire TV Stick,2024-10-13,true
709,Seattle WA,Basic,iPad,2023-04-11,true
710,Seattle WA,Basic,Roku,2025-06-22,true
711,Detroit MI,Premium Ad-Free,Fire TV Stick,2022-11-01,true
712,Denver CO,Standard,Web browser,2024-06-30,true
713,Minneapolis MN,Premium,iPhone,2025-02-23,true
714,Portland OR,Standard,Samsung TV,2025-03-28,true
715,St Louis MO,Premium,Android phone,2024-11-01,true
716,Portland OR,Basic,Android phone,2022-07-31,true
717,Denver CO,Basic,iPhone,2026-03-19,true
718,Seattle WA,Premium,Roku,2024-06-17,true
719,Philadelphia PA,Premium Ad-Free,iPhone,2023-01-17,true
720,Phoenix AZ,Basic,Apple TV,2024-08-13,true
721,New York NY,Standard,iPad,2024-03-17,true
722,St Louis MO,Standard,iPhone,2025-02-24,true
723,Nashville TN,Standard,Roku,2026-01-25,true
724,New York NY,Basic,Web browser,2023-11-22,true
725,Portland OR,Premium,Apple TV,2022-09-05,true
726,New York NY,Basic,Apple TV,2024-05-29,true
727,Minneapolis MN,Standard,Web browser,2024-10-15,true
728,Boston MA,Basic,iPad,2026-02-06,true
729,Seattle WA,Basic,iPad,2022-07-28,true
730,Detroit MI,Standard,Android phone,2022-11-24,true
731,Minneapolis MN,Basic,Web browser,2022-10-03,true
732,Dallas-Ft Worth TX,Standard,Roku,2025-02-07,true
733,St Louis MO,Basic,iPhone,2023-12-15,true
734,Portland OR,Premium Ad-Free,Apple TV,2024-10-14,true
735,Philadelphia PA,Premium,Samsung TV,2025-08-23,true
736,Detroit MI,Premium,Fire TV Stick,2025-10-08,true
737,Minneapolis MN,Basic,Fire TV Stick,2024-12-30,true
738,Los Angeles CA,Basic,Samsung TV,2024-04-06,true
739,Minneapolis MN,Standard,Web browser,2026-02-17,true
740,Baltimore MD,Standard,Android phone,2023-08-15,true
741,Nashville TN,Basic,Apple TV,2024-09-04,false
742,Portland OR,Basic,Samsung TV,2022-11-05,true
743,Miami FL,Standard,iPhone,2025-06-14,true
744,Chicago IL,Basic,Fire TV Stick,2026-06-08,true
745,Portland OR,Standard,iPhone,2025-04-22,true
746,Atlanta GA,Basic,Android phone,2022-06-13,true
747,Denver CO,Basic,Fire TV Stick,2025-04-07,true
748,Los Angeles CA,Standard,iPhone,2023-08-12,true
749,Los Angeles CA,Standard,Android phone,2023-01-04,true
750,Hartford CT,Standard,iPhone,2025-06-05,false
751,Columbus OH,Standard,Apple TV,2023-11-17,true
752,New York NY,Premium,iPhone,2025-10-09,true
753,Boston MA,Standard,iPad,2025-02-02,true
754,St Louis MO,Standard,Fire TV Stick,2025-05-18,true
755,Phoenix AZ,Premium Ad-Free,iPhone,2023-10-01,true
756,Dallas-Ft Worth TX,Standard,Android phone,2022-11-14,true
757,Minneapolis MN,Premium,Apple TV,2025-07-26,true
758,Atlanta GA,Premium,Samsung TV,2025-05-25,true
759,New York NY,Basic,Web browser,2023-02-08,true
760,Minneapolis MN,Standard,Apple TV,2024-08-27,true
761,Hartford CT,Standard,iPhone,2024-06-09,true
762,Phoenix AZ,Premium Ad-Free,Fire TV Stick,2023-08-09,true
763,St Louis MO,Standard,Web browser,2026-01-23,true
764,St Louis MO,Basic,iPhone,2022-11-20,true
765,Atlanta GA,Standard,iPad,2025-01-28,true
766,Portland OR,Basic,iPhone,2023-10-23,true
767,Miami FL,Premium,Apple TV,2024-10-15,true
768,Seattle WA,Standard,Apple TV,2023-05-27,true
769,New York NY,Premium,Android phone,2024-01-05,true
770,Atlanta GA,Premium,iPad,2025-11-28,true
771,Detroit MI,Standard,Fire TV Stick,2025-11-05,true
772,Columbus OH,Standard,iPad,2022-11-11,true
773,Providence RI,Premium,iPad,2024-05-30,true
774,Minneapolis MN,Premium,Roku,2025-06-19,true
775,Nashville TN,Premium,Roku,2026-01-14,true
776,Columbus OH,Basic,Android phone,2026-02-07,true
777,Dallas-Ft Worth TX,Standard,iPad,2022-09-05,true
778,New York NY,Basic,Samsung TV,2022-06-08,true
779,Chicago IL,Premium,Android phone,2024-12-15,true
780,Baltimore MD,Standard,Web browser,2025-10-14,true
781,Baltimore MD,Standard,Apple TV,2024-11-05,true
782,Miami FL,Basic,Fire TV Stick,2026-01-25,true
783,New York NY,Basic,Web browser,2024-04-12,true
784,New York NY,Standard,Apple TV,2023-12-13,true
785,Seattle WA,Basic,Samsung TV,2022-05-25,true
786,Phoenix AZ,Basic,Samsung TV,2025-04-12,true
787,Providence RI,Premium,iPhone,2025-10-20,true
788,Detroit MI,Premium,Apple TV,2026-01-30,true
789,Denver CO,Basic,Android phone,2025-01-10,true
790,Providence RI,Basic,Android phone,2024-01-22,true
791,Boston MA,Premium Ad-Free,Fire TV Stick,2026-05-15,true
792,Seattle WA,Standard,Samsung TV,2023-05-17,true
793,Minneapolis MN,Standard,Roku,2024-09-01,true
794,Nashville TN,Basic,Fire TV Stick,2023-03-24,false
795,Dallas-Ft Worth TX,Basic,Web browser,2024-08-26,true
796,Chicago IL,Basic,iPhone,2025-12-26,true
797,Columbus OH,Premium,iPhone,2026-07-26,true
798,Seattle WA,Basic,Web browser,2024-04-01,true
799,Los Angeles CA,Basic,Android phone,2024-04-28,false
800,Dallas-Ft Worth TX,Premium,iPad,2023-02-20,true
801,Providence RI,Premium Ad-Free,Android phone,2022-11-11,true
802,Los Angeles CA,Premium,Samsung TV,2025-12-17,true
803,Denver CO,Standard,Android phone,2025-04-18,true
804,St Louis MO,Standard,Apple TV,2025-10-04,true
805,Minneapolis MN,Standard,Web browser,2026-03-13,true
806,Portland OR,Basic,Fire TV Stick,2026-08-25,true
807,Denver CO,Standard,Web browser,2026-04-20,true
808,New York NY,Standard,Web browser,2024-05-22,true
809,Atlanta GA,Standard,Fire TV Stick,2026-01-01,true
810,Columbus OH,Premium,Android phone,2025-10-25,true
811,Providence RI,Premium Ad-Free,Web browser,2026-02-23,true
812,Baltimore MD,Basic,iPhone,2023-07-11,true
813,Detroit MI,Standard,Apple TV,2023-11-28,false
814,Chicago IL,Basic,Web browser,2022-06-30,true
815,Portland OR,Standard,iPhone,2026-03-05,true
816,Nashville TN,Basic,Roku,2025-10-03,true
817,Providence RI,Basic,Fire TV Stick,2024-09-07,true
818,New York NY,Premium,Android phone,2023-11-07,true
819,Detroit MI,Standard,Samsung TV,2026-02-04,true
820,Columbus OH,Premium,Fire TV Stick,2025-09-28,true
821,Providence RI,Basic,iPad,2024-11-01,false
822,Detroit MI,Basic,Roku,2026-07-31,true
823,New York NY,Standard,Fire TV Stick,2024-12-12,true
824,Detroit MI,Basic,Samsung TV,2023-05-18,true
825,Miami FL,Basic,Roku,2024-05-18,true
826,Boston MA,Premium Ad-Free,Samsung TV,2024-10-12,true
827,Detroit MI,Basic,Web browser,2024-07-19,true
828,Baltimore MD,Basic,Web browser,2022-07-25,true
829,Baltimore MD,Standard,iPad,2024-05-28,true
830,Providence RI,Standard,Apple TV,2024-05-06,true
831,Philadelphia PA,Standard,Roku,2022-08-19,true
832,Philadelphia PA,Standard,iPad,2025-12-23,true
833,Seattle WA,Premium,Apple TV,2026-03-30,true
834,New York NY,Basic,Android phone,2024-09-17,true
835,Baltimore MD,Standard,Roku,2025-04-12,true
836,Portland OR,Standard,Android phone,2025-10-12,true
837,Nashville TN,Premium,iPhone,2026-02-21,true
838,Hartford CT,Standard,Web browser,2022-11-10,true
839,Providence RI,Standard,Roku,2024-01-01,true
840,St Louis MO,Basic,Samsung TV,2023-09-02,true
841,Chicago IL,Basic,Web browser,2026-02-23,true
842,Detroit MI,Basic,Samsung TV,2025-03-07,true
843,St Louis MO,Premium,Android phone,2023-12-22,true
844,Providence RI,Basic,Fire TV Stick,2024-05-17,true
845,Providence RI,Premium,Android phone,2023-08-27,true
846,Providence RI,Basic,Apple TV,2023-10-06,true
847,Hartford CT,Premium,iPhone,2024-11-13,true
848,Boston MA,Premium,Web browser,2023-04-10,true
849,Nashville TN,Basic,Android phone,2025-07-14,false
850,Miami FL,Basic,Samsung TV,2026-04-24,false
851,Columbus OH,Basic,Fire TV Stick,2022-09-15,true
852,Nashville TN,Premium,Apple TV,2026-07-24,true
853,Columbus OH,Basic,iPad,2025-06-06,true
854,Philadelphia PA,Standard,Fire TV Stick,2026-03-01,true
855,Chicago IL,Standard,Android phone,2025-08-27,true
856,Nashville TN,Premium,Samsung TV,2024-12-12,true
857,Philadelphia PA,Standard,Apple TV,2026-02-05,true
858,Boston MA,Standard,Android phone,2024-08-21,true
859,Detroit MI,Premium Ad-Free,Apple TV,2022-08-24,true
860,Nashville TN,Basic,Apple TV,2026-01-25,true
861,Columbus OH,Premium,iPhone,2022-08-25,true
862,St Louis MO,Basic,iPad,2024-11-17,true
863,New York NY,Standard,iPad,2024-02-04,true
864,Portland OR,Premium,Android phone,2024-09-30,true
865,Nashville TN,Standard,Android phone,2025-04-15,true
866,Detroit MI,Standard,iPad,2026-03-09,true
867,Nashville TN,Basic,Apple TV,2024-02-03,true
868,Nashville TN,Standard,Apple TV,2022-09-10,true
869,Dallas-Ft Worth TX,Standard,Samsung TV,2024-05-28,true
870,Providence RI,Standard,Android phone,2024-01-25,true
871,Seattle WA,Standard,Android phone,2023-11-15,true
872,Philadelphia PA,Basic,Fire TV Stick,2024-12-23,true
873,New York NY,Basic,iPad,2026-02-19,true
874,New York NY,Basic,Apple TV,2024-06-19,true
875,Detroit MI,Standard,Web browser,2022-11-25,true
876,Denver CO,Basic,Android phone,2025-04-19,true
877,Denver CO,Premium,Web browser,2022-11-21,true
878,Minneapolis MN,Standard,Android phone,2022-12-18,true
879,Denver CO,Basic,iPhone,2025-08-07,true
880,Miami FL,Standard,Fire TV Stick,2024-03-03,true
881,Boston MA,Premium,Samsung TV,2023-06-04,true
882,Baltimore MD,Basic,iPad,2024-07-08,true
883,Dallas-Ft Worth TX,Basic,Samsung TV,2023-08-19,true
884,Hartford CT,Basic,Roku,2022-09-19,true
885,Nashville TN,Basic,Fire TV Stick,2023-12-11,true
886,Minneapolis MN,Premium,iPhone,2023-01-12,true
887,Boston MA,Premium Ad-Free,Android phone,2023-03-12,true
888,Hartford CT,Basic,Web browser,2023-02-21,true
889,Providence RI,Premium,Web browser,2022-12-21,true
890,Chicago IL,Basic,iPhone,2025-09-06,true
891,Boston MA,Standard,iPhone,2026-07-30,true
892,Minneapolis MN,Premium,iPad,2025-12-30,true
893,Denver CO,Standard,Roku,2025-07-30,true
894,Columbus OH,Basic,iPhone,2023-09-03,true
895,Minneapolis MN,Standard,Samsung TV,2024-06-14,true
896,Miami FL,Premium Ad-Free,iPad,2024-08-18,true
897,Denver CO,Basic,iPad,2026-08-14,true
898,Boston MA,Basic,Android phone,2023-09-13,true
899,Boston MA,Basic,Android phone,2025-01-30,true
900,Miami FL,Standard,Android phone,2023-05-15,true
901,Providence RI,Standard,iPhone,2026-03-03,true
902,Providence RI,Premium,Fire TV Stick,2025-05-19,true
903,Philadelphia PA,Premium,Apple TV,2026-06-03,true
904,Baltimore MD,Premium,Android phone,2025-06-05,true
905,Seattle WA,Premium,iPhone,2022-08-31,true
906,Minneapolis MN,Basic,Fire TV Stick,2024-07-14,true
907,Dallas-Ft Worth TX,Standard,Web browser,2024-10-03,true
908,Hartford CT,Basic,Web browser,2025-06-22,true
909,Atlanta GA,Basic,Android phone,2025-07-06,true
910,Boston MA,Premium Ad-Free,Fire TV Stick,2023-10-09,true
911,Portland OR,Standard,Web browser,2022-05-25,true
912,Hartford CT,Premium Ad-Free,Fire TV Stick,2023-06-06,true
913,Atlanta GA,Standard,Samsung TV,2023-06-21,true
914,Columbus OH,Standard,iPad,2024-08-13,true
915,Phoenix AZ,Standard,iPhone,2026-03-26,true
916,Seattle WA,Basic,Fire TV Stick,2023-07-12,true
917,Denver CO,Basic,Roku,2023-02-28,true
918,Portland OR,Standard,Apple TV,2024-06-13,true
919,Chicago IL,Basic,Android phone,2026-04-06,true
920,Miami FL,Premium Ad-Free,Android phone,2023-07-29,true
921,Baltimore MD,Basic,Fire TV Stick,2022-09-03,true
922,Phoenix AZ,Basic,Fire TV Stick,2025-09-07,true
923,Dallas-Ft Worth TX,Premium,Android phone,2025-12-20,true
924,New York NY,Basic,Fire TV Stick,2023-06-18,true
925,Philadelphia PA,Premium,Roku,2025-03-22,true
926,St Louis MO,Premium,Samsung TV,2023-07-26,true
927,Denver CO,Basic,iPhone,2023-08-13,true
928,Los Angeles CA,Standard,Fire TV Stick,2025-07-03,true
929,Dallas-Ft Worth TX,Standard,Fire TV Stick,2026-06-23,true
930,Phoenix AZ,Premium,Fire TV Stick,2024-04-02,true
931,Denver CO,Premium,Apple TV,2024-11-22,false
932,Detroit MI,Standard,Roku,2022-12-16,false
933,Chicago IL,Standard,Roku,2025-02-09,true
934,Miami FL,Basic,Apple TV,2025-07-30,true
935,Dallas-Ft Worth TX,Standard,Roku,2022-12-08,true
936,St Louis MO,Premium Ad-Free,Apple TV,2023-06-23,true
937,Hartford CT,Standard,iPhone,2023-12-25,true
938,New York NY,Standard,Roku,2022-07-13,true
939,Seattle WA,Standard,iPhone,2023-04-09,true
940,Denver CO,Premium,iPhone,2022-11-29,true
941,Detroit MI,Premium Ad-Free,iPhone,2023-03-15,true
942,Dallas-Ft Worth TX,Basic,Android phone,2024-12-02,true
943,St Louis MO,Basic,iPad,2026-05-22,true
944,Seattle WA,Standard,Roku,2024-01-12,true
945,New York NY,Standard,Fire TV Stick,2023-05-08,true
946,New York NY,Standard,Apple TV,2022-05-15,false
947,Columbus OH,Basic,Android phone,2023-09-17,true
948,New York NY,Standard,iPad,2024-03-13,true
949,St Louis MO,Standard,Web browser,2024-03-02,true
950,Chicago IL,Standard,iPhone,2026-02-28,true
951,Boston MA,Standard,Samsung TV,2026-08-17,true
952,Los Angeles CA,Premium,Samsung TV,2026-06-18,true
953,Miami FL,Standard,Roku,2022-09-29,true
954,Dallas-Ft Worth TX,Premium,Samsung TV,2023-03-29,true
955,Portland OR,Standard,iPhone,2025-07-13,true
956,Miami FL,Standard,Fire TV Stick,2024-10-28,true
957,Dallas-Ft Worth TX,Standard,iPad,2024-07-25,true
958,Miami FL,Basic,iPad,2025-08-04,true
959,Columbus OH,Basic,Apple TV,2024-10-30,true
960,Dallas-Ft Worth TX,Standard,Web browser,2025-02-25,true
961,Hartford CT,Premium,Roku,2023-08-27,true
962,Dallas-Ft Worth TX,Standard,Web browser,2023-05-20,true
963,Nashville TN,Basic,iPad,2026-03-26,true
964,Philadelphia PA,Standard,Fire TV Stick,2024-08-23,true
965,St Louis MO,Basic,Android phone,2022-05-15,true
966,Phoenix AZ,Premium,Apple TV,2022-11-25,true
967,Miami FL,Premium,iPad,2023-03-23,true
968,Los Angeles CA,Standard,Fire TV Stick,2023-06-24,true
969,St Louis MO,Standard,Fire TV Stick,2026-08-22,true
970,Providence RI,Basic,Apple TV,2022-06-12,true
971,Chicago IL,Standard,Fire TV Stick,2023-06-24,true
972,Dallas-Ft Worth TX,Premium,Apple TV,2022-10-25,true
973,Seattle WA,Premium,iPhone,2022-09-22,true
974,Seattle WA,Standard,Android phone,2025-07-22,false
975,New York NY,Standard,iPhone,2026-08-07,true
976,Philadelphia PA,Basic,Fire TV Stick,2023-10-22,true
